invoice_no,invoice_date,customer_id,gender,age,category,quantity,selling_price_per_unit,cost_price_per_unit,payment_method,region,state,shopping_mall
I336025,11/5/2016 12:48,C132533,Female,60,Clothing,1,300.08,225.06,Credit Card,West,Idaho,Istinye Park
I316280,11/5/2016 12:48,C210055,Male,48,Toys,3,107.52,80.64,Cash,Central,Texas,Zorlu Center
I127997,11/5/2016 12:49,C216795,Male,46,Food & Beverage,4,20.92,15.69,Credit Card,Central,Texas,Mall of Istanbul
I334468,11/5/2016 12:49,C187714,Male,36,Books,5,75.75,56.8125,Credit Card,Central,Texas,Istinye Park
I977912,11/5/2016 12:49,C482519,Female,19,Clothing,4,1200.32,1140.304,Debit Card,Central,Texas,Metrocity
I230201,11/5/2016 12:49,C225057,Female,62,Technology,3,3150,2677.5,Cash,South,Florida,Metropol AVM
I173814,11/5/2016 12:50,C334835,Female,31,Clothing,2,600.16,450.12,Cash,West,Washington,Mall of Istanbul
I292963,11/5/2016 12:50,C118584,Male,35,Cosmetics,5,203.3,162.64,Cash,West,California,Metropol AVM
I101093,11/5/2016 12:50,C301696,Female,43,Clothing,4,1200.32,1140.304,Cash,West,California,Mall of Istanbul
I325137,11/5/2016 12:50,C288798,Male,55,Clothing,5,1500.4,1425.38,Cash,West,California,Viaport Outlet
I156247,11/5/2016 12:50,C107000,Female,63,Food & Beverage,5,26.15,19.6125,Credit Card,West,California,Kanyon
I163171,11/5/2016 12:51,C237874,Male,60,Clothing,4,1200.32,1140.304,Cash,West,California,Kanyon
I327092,11/5/2016 12:51,C114531,Female,20,Cosmetics,4,162.64,130.112,Cash,Central,Texas,Kanyon
I798115,11/5/2016 12:51,C345443,Female,64,Clothing,4,1200.32,1140.304,Cash,West,Washington,Metropol AVM
I107892,11/5/2016 12:51,C230737,Male,37,Shoes,3,1800.51,1620.459,Credit Card,West,California,Metrocity
I137545,11/5/2016 12:52,C186386,Male,23,Books,2,30.3,21.21,Debit Card,West,California,Zorlu Center
I242757,11/5/2016 12:52,C173566,Female,64,Clothing,1,300.08,225.06,Credit Card,West,California,Mall of Istanbul
I557346,11/5/2016 12:52,C223607,Male,42,Clothing,5,1500.4,1425.38,Cash,South,Florida,Kanyon
I282006,11/5/2016 12:52,C310304,Male,59,Clothing,5,1500.4,1425.38,Credit Card,Central,Texas,Zorlu Center
I191003,11/5/2016 12:53,C292724,Male,23,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Viaport Outlet
I230626,11/5/2016 12:53,C872588,Female,65,Books,5,75.75,56.8125,Cash,Central,Texas,Zorlu Center
I218372,11/5/2016 12:53,C236840,Female,38,Cosmetics,3,121.98,91.485,Cash,Central,Illinois,Zorlu Center
I127792,11/5/2016 12:53,C139179,Male,24,Food & Beverage,1,5.23,3.661,Cash,West,California,Istinye Park
I255385,11/5/2016 12:53,C279739,Male,46,Food & Beverage,4,20.92,15.69,Credit Card,Central,Texas,Kanyon
I255632,11/5/2016 12:54,C272175,Male,52,Books,5,75.75,56.8125,Credit Card,East,Delaware,Metropol AVM
I317414,11/5/2016 12:54,C105958,Male,64,Clothing,4,1200.32,1140.304,Credit Card,East,Delaware,Viaport Outlet
I143855,11/5/2016 12:54,C122097,Female,30,Technology,3,3150,2677.5,Cash,West,California,Kanyon
I236712,11/5/2016 12:54,C303513,Female,64,Technology,1,1050,945,Cash,East,Delaware,Viaport Outlet
I333048,11/5/2016 12:55,C267805,Female,42,Clothing,3,900.24,675.18,Credit Card,East,Delaware,Kanyon
I188525,11/5/2016 12:55,C220747,Male,46,Shoes,2,1200.34,1080.306,Cash,East,Massachusetts,Kanyon
I279568,11/5/2016 12:55,C189590,Male,67,Clothing,2,600.16,450.12,Debit Card,East,Ohio,Metrocity
I416736,11/5/2016 12:55,C305656,Male,28,Food & Beverage,3,15.69,10.983,Debit Card,West,California,Kanyon
I205778,11/5/2016 12:56,C103498,Male,26,Shoes,1,600.17,450.1275,Credit Card,East,Delaware,Mall of Istanbul
I116661,11/5/2016 12:56,C105984,Female,35,Cosmetics,5,203.3,162.64,Credit Card,East,Massachusetts,Kanyon
I257468,11/5/2016 12:56,C223871,Male,61,Clothing,3,900.24,675.18,Credit Card,East,Massachusetts,Kanyon
I220239,11/5/2016 12:56,C130779,Male,45,Souvenir,1,11.73,8.211,Credit Card,East,Massachusetts,Viaport Outlet
I319276,11/5/2016 12:57,C906471,Male,50,Clothing,2,600.16,450.12,Credit Card,East,Massachusetts,Metropol AVM
I293528,11/5/2016 12:57,C611301,Female,47,Toys,1,35.84,25.088,Credit Card,South,North Carolina,Mall of Istanbul
I279658,11/5/2016 12:57,C127674,Female,28,Shoes,4,2400.68,2280.646,Debit Card,Central,Texas,Metrocity
I270313,11/5/2016 12:57,C269652,Female,58,Clothing,5,1500.4,1425.38,Credit Card,East,Ohio,Metropol AVM
I334319,11/5/2016 12:57,C422943,Male,54,Toys,4,143.36,114.688,Credit Card,West,Arizona,Mall of Istanbul
I120055,11/5/2016 12:58,C253127,Female,27,Souvenir,3,35.19,24.633,Credit Card,East,New York,Istinye Park
I272194,11/5/2016 12:58,C329876,Female,42,Clothing,4,1200.32,1140.304,Cash,East,New York,Kanyon
I218878,11/5/2016 12:58,C244133,Female,45,Food & Beverage,1,5.23,3.661,Credit Card,East,New York,Mall of Istanbul
I236555,11/5/2016 12:58,C286926,Female,68,Clothing,1,300.08,225.06,Cash,West,California,Kanyon
I249192,11/5/2016 12:59,C108366,Female,63,Clothing,5,1500.4,1425.38,Cash,East,Delaware,Istinye Park
I248106,11/5/2016 12:59,C596151,Male,69,Technology,5,5250,4725,Debit Card,East,Delaware,Istinye Park
I241462,11/5/2016 12:59,C113881,Female,61,Shoes,4,2400.68,2280.646,Cash,East,Delaware,Mall of Istanbul
I244296,11/5/2016 12:59,C274036,Female,55,Clothing,3,900.24,675.18,Credit Card,East,Delaware,Metrocity
I874516,11/5/2016 13:00,C300050,Female,20,Cosmetics,4,162.64,130.112,Cash,East,Delaware,Mall of Istanbul
I130892,11/5/2016 13:00,C304307,Female,43,Clothing,5,1500.4,1425.38,Cash,West,California,Kanyon
I260049,11/5/2016 13:00,C154195,Male,45,Food & Beverage,5,26.15,19.6125,Credit Card,South,North Carolina,Mall of Istanbul
I162122,11/5/2016 13:00,C864824,Male,31,Clothing,1,300.08,225.06,Cash,South,Virginia,Istinye Park
I143788,11/5/2016 13:00,C105118,Female,18,Souvenir,3,35.19,24.633,Credit Card,Central,Texas,Kanyon
I162736,11/5/2016 13:01,C238551,Female,21,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Viaport Outlet
I193542,11/5/2016 13:01,C339866,Male,66,Shoes,5,3000.85,2700.765,Credit Card,Central,Texas,Metrocity
I244123,11/5/2016 13:01,C798149,Female,46,Food & Beverage,2,10.46,7.322,Cash,Central,Iowa,Kanyon
I240267,11/5/2016 13:01,C182110,Female,64,Clothing,3,900.24,675.18,Cash,West,Washington,Metrocity
I200374,11/5/2016 13:02,C321588,Male,42,Cosmetics,3,121.98,91.485,Credit Card,West,Washington,Kanyon
I544236,11/5/2016 13:02,C980045,Female,42,Books,3,45.45,31.815,Debit Card,West,Washington,Metrocity
I181728,11/5/2016 13:02,C321419,Male,18,Toys,3,107.52,80.64,Debit Card,West,Washington,Viaport Outlet
I307198,11/5/2016 13:02,C240564,Female,56,Clothing,1,300.08,225.06,Credit Card,West,Washington,Mall of Istanbul
I234719,11/5/2016 13:03,C278089,Female,21,Clothing,3,900.24,675.18,Credit Card,East,Massachusetts,Mall of Istanbul
I598662,11/5/2016 13:03,C630634,Female,22,Food & Beverage,2,10.46,7.322,Cash,East,Massachusetts,Istinye Park
I460915,11/5/2016 13:03,C127591,Male,35,Clothing,5,1500.4,1425.38,Credit Card,East,Massachusetts,Kanyon
I321108,11/5/2016 13:03,C158325,Female,22,Clothing,4,1200.32,1140.304,Credit Card,East,Massachusetts,Mall of Istanbul
I517638,11/5/2016 13:04,C189756,Male,23,Clothing,3,900.24,675.18,Cash,East,Ohio,Kanyon
I145132,11/5/2016 13:04,C204968,Male,35,Clothing,2,600.16,450.12,Debit Card,West,Colorado,Istinye Park
I303225,11/5/2016 13:04,C323037,Female,49,Toys,4,143.36,114.688,Cash,Central,Michigan,Viaport Outlet
I325386,11/5/2016 13:04,C201762,Female,48,Cosmetics,1,40.66,28.462,Credit Card,West,Arizona,Istinye Park
I259221,11/5/2016 13:04,C267492,Male,64,Shoes,4,2400.68,2280.646,Cash,East,Pennsylvania,Metrocity
I121760,11/5/2016 13:05,C339776,Female,45,Clothing,1,300.08,225.06,Cash,Central,Iowa,Metrocity
I299752,11/5/2016 13:05,C219668,Male,31,Books,4,60.6,45.45,Cash,East,Delaware,Zorlu Center
I246671,11/5/2016 13:05,C291435,Female,27,Books,1,15.15,10.605,Cash,Central,Texas,Mall of Istanbul
I417310,11/5/2016 13:05,C197225,Female,18,Clothing,4,1200.32,1140.304,Cash,Central,Texas,Viaport Outlet
I288738,11/5/2016 13:06,C187394,Female,48,Clothing,2,600.16,450.12,Cash,Central,Texas,Metropol AVM
I990883,11/5/2016 13:06,C284052,Female,46,Technology,3,3150,2677.5,Debit Card,Central,Texas,Kanyon
I150986,11/5/2016 13:06,C313219,Female,31,Shoes,4,2400.68,2280.646,Cash,West,Idaho,Mall of Istanbul
I186563,11/5/2016 13:06,C163486,Male,45,Books,5,75.75,56.8125,Debit Card,East,Ohio,Istinye Park
I171509,11/5/2016 13:07,C211473,Female,69,Souvenir,4,46.92,35.19,Cash,West,Washington,Metropol AVM
I261596,11/5/2016 13:07,C298153,Female,20,Toys,4,143.36,114.688,Debit Card,Central,Illinois,Mall of Istanbul
I110085,11/5/2016 13:07,C316126,Female,21,Clothing,2,600.16,450.12,Credit Card,East,Ohio,Metropol AVM
I255254,11/5/2016 13:07,C338530,Female,27,Clothing,2,600.16,450.12,Cash,West,Arizona,Zorlu Center
I529964,11/5/2016 13:07,C334973,Female,29,Clothing,2,600.16,450.12,Credit Card,East,Pennsylvania,Istinye Park
I331125,11/5/2016 13:08,C237135,Male,42,Toys,3,107.52,80.64,Cash,East,Pennsylvania,Zorlu Center
I244851,11/5/2016 13:08,C159142,Female,23,Food & Beverage,5,26.15,19.6125,Debit Card,East,Pennsylvania,Metrocity
I277036,11/5/2016 13:08,C639501,Male,38,Toys,4,143.36,114.688,Credit Card,East,Delaware,Mall of Istanbul
I673519,11/5/2016 13:08,C197038,Male,38,Clothing,5,1500.4,1425.38,Cash,East,Delaware,Metrocity
I971212,11/5/2016 13:09,C226314,Female,33,Technology,3,3150,2677.5,Debit Card,East,Delaware,Mall of Istanbul
I331871,11/5/2016 13:09,C102425,Female,68,Shoes,1,600.17,450.1275,Cash,East,Delaware,Metrocity
I297917,11/5/2016 13:09,C425880,Female,29,Clothing,4,1200.32,1140.304,Credit Card,East,Delaware,Metrocity
I198362,11/5/2016 13:09,C764278,Male,69,Toys,2,71.68,50.176,Credit Card,East,Delaware,Istinye Park
I351440,11/5/2016 13:10,C755723,Female,48,Clothing,1,300.08,225.06,Debit Card,West,California,Metropol AVM
I132566,11/5/2016 13:10,C333279,Male,28,Shoes,5,3000.85,2700.765,Cash,Central,Texas,Metropol AVM
I206018,11/5/2016 13:10,C133364,Female,51,Technology,1,1050,945,Debit Card,Central,Texas,Mall of Istanbul
I282539,11/5/2016 13:10,C205758,Female,23,Clothing,2,600.16,450.12,Debit Card,Central,Texas,Kanyon
I498262,11/5/2016 13:11,C220169,Male,33,Technology,3,3150,2677.5,Credit Card,West,California,Metropol AVM
I504090,11/5/2016 13:11,C111673,Female,53,Cosmetics,2,81.32,56.924,Credit Card,Central,Illinois,Metrocity
I184109,11/5/2016 13:11,C892055,Female,48,Shoes,3,1800.51,1620.459,Debit Card,Central,Illinois,Metropol AVM
I276852,11/5/2016 13:11,C303138,Male,24,Books,3,45.45,31.815,Credit Card,Central,Texas,Metrocity
I864084,11/5/2016 13:11,C800822,Male,34,Shoes,5,3000.85,2700.765,Debit Card,Central,Texas,Metrocity
I329986,11/5/2016 13:12,C253626,Female,38,Food & Beverage,4,20.92,15.69,Debit Card,East,Delaware,Metrocity
I311355,11/5/2016 13:12,C158824,Female,53,Technology,4,4200,3780,Credit Card,East,Delaware,Metrocity
I286004,11/5/2016 13:12,C289605,Female,39,Toys,5,179.2,143.36,Credit Card,Central,Michigan,Istinye Park
I163811,11/5/2016 13:12,C955315,Male,40,Food & Beverage,4,20.92,15.69,Credit Card,West,Idaho,Metropol AVM
I115164,11/5/2016 13:13,C299416,Female,46,Shoes,4,2400.68,2280.646,Credit Card,West,Colorado,Istinye Park
I664716,11/5/2016 13:13,C140256,Female,43,Cosmetics,4,162.64,130.112,Debit Card,East,New York,Metrocity
I771922,11/5/2016 13:13,C321081,Female,64,Technology,4,4200,3780,Credit Card,East,Delaware,Kanyon
I166775,11/5/2016 13:13,C274480,Female,33,Cosmetics,5,203.3,162.64,Debit Card,West,California,Kanyon
I382954,11/5/2016 13:14,C279838,Male,29,Clothing,5,1500.4,1425.38,Cash,Central,Indiana,Mall of Istanbul
I321800,11/5/2016 13:14,C211506,Male,26,Cosmetics,4,162.64,130.112,Cash,South,Tennessee,Zorlu Center
I302518,11/5/2016 13:14,C762041,Male,24,Shoes,2,1200.34,1080.306,Cash,South,Tennessee,Mall of Istanbul
I303422,11/5/2016 13:14,C325982,Female,28,Food & Beverage,3,15.69,10.983,Credit Card,South,Tennessee,Metrocity
I158492,11/5/2016 13:14,C191222,Female,21,Clothing,3,900.24,675.18,Debit Card,South,Tennessee,Zorlu Center
I324765,11/5/2016 13:15,C272821,Male,24,Technology,2,2100,1890,Credit Card,South,Florida,Mall of Istanbul
I130681,11/5/2016 13:15,C321364,Male,27,Clothing,3,900.24,675.18,Credit Card,East,Pennsylvania,Mall of Istanbul
I313254,11/5/2016 13:15,C264939,Male,57,Clothing,1,300.08,225.06,Debit Card,East,Pennsylvania,Metrocity
I696146,11/5/2016 13:15,C277382,Female,19,Toys,5,179.2,143.36,Debit Card,West,Arizona,Metrocity
I259045,11/5/2016 13:16,C430991,Female,54,Food & Beverage,3,15.69,10.983,Debit Card,East,New York,Metrocity
I202943,11/5/2016 13:16,C158905,Female,23,Food & Beverage,4,20.92,15.69,Cash,West,California,Metrocity
I114582,11/5/2016 13:16,C261791,Male,46,Food & Beverage,4,20.92,15.69,Cash,West,California,Kanyon
I173910,11/5/2016 13:16,C226969,Female,20,Toys,5,179.2,143.36,Debit Card,Central,Iowa,Metrocity
I551545,11/5/2016 13:17,C330793,Male,48,Clothing,3,900.24,675.18,Credit Card,East,Pennsylvania,Metrocity
I124699,11/5/2016 13:17,C305589,Male,31,Clothing,5,1500.4,1425.38,Credit Card,East,New York,Kanyon
I157327,11/5/2016 13:17,C170281,Female,57,Clothing,2,600.16,450.12,Cash,Central,Michigan,Metrocity
I335380,11/5/2016 13:17,C225095,Male,51,Toys,2,71.68,50.176,Cash,West,Washington,Viaport Outlet
I219914,11/5/2016 13:18,C126467,Female,60,Clothing,3,900.24,675.18,Cash,West,California,Istinye Park
I272253,11/5/2016 13:18,C138962,Male,43,Clothing,2,600.16,450.12,Cash,West,California,Metrocity
I325728,11/5/2016 13:18,C290947,Male,27,Clothing,4,1200.32,1140.304,Credit Card,West,California,Viaport Outlet
I185127,11/5/2016 13:18,C283957,Female,24,Clothing,2,600.16,450.12,Credit Card,South,Virginia,Kanyon
I282154,11/5/2016 13:18,C427594,Female,47,Technology,4,4200,3780,Cash,South,Virginia,Istinye Park
I191523,11/5/2016 13:19,C338268,Male,45,Shoes,2,1200.34,1080.306,Cash,South,Virginia,Istinye Park
I531610,11/5/2016 13:19,C260257,Female,31,Food & Beverage,2,10.46,7.322,Debit Card,West,California,Metrocity
I222359,11/5/2016 13:19,C177391,Female,57,Shoes,4,2400.68,2280.646,Credit Card,Central,Texas,Metrocity
I110906,11/5/2016 13:19,C676130,Female,32,Souvenir,5,58.65,43.9875,Debit Card,Central,Texas,Mall of Istanbul
I147930,11/5/2016 13:20,C165665,Female,38,Clothing,1,300.08,225.06,Credit Card,Central,Texas,Viaport Outlet
I708562,11/5/2016 13:20,C942900,Male,35,Cosmetics,2,81.32,56.924,Credit Card,West,Colorado,Istinye Park
I223043,11/5/2016 13:20,C237545,Female,63,Food & Beverage,5,26.15,19.6125,Credit Card,East,New York,Metropol AVM
I314139,11/5/2016 13:20,C117680,Male,54,Shoes,5,3000.85,2700.765,Cash,East,New York,Viaport Outlet
I404736,11/5/2016 13:21,C293345,Female,56,Shoes,4,2400.68,2280.646,Cash,East,New York,Kanyon
I327651,11/5/2016 13:21,C308261,Female,51,Shoes,1,600.17,450.1275,Cash,East,New York,Metrocity
I257651,11/5/2016 13:21,C233047,Female,63,Toys,4,143.36,114.688,Credit Card,East,New York,Istinye Park
I318370,11/5/2016 13:21,C235099,Female,44,Clothing,2,600.16,450.12,Cash,West,California,Metrocity
I193742,11/5/2016 13:21,C142252,Female,57,Shoes,1,600.17,450.1275,Debit Card,West,California,Mall of Istanbul
I301142,11/5/2016 13:22,C618511,Female,18,Toys,1,35.84,25.088,Credit Card,West,California,Mall of Istanbul
I229504,11/5/2016 13:22,C148025,Female,61,Clothing,5,1500.4,1425.38,Cash,Central,Texas,Kanyon
I199623,11/5/2016 13:22,C157584,Female,54,Clothing,4,1200.32,1140.304,Cash,Central,Texas,Kanyon
I189583,11/5/2016 13:22,C741739,Female,41,Toys,1,35.84,25.088,Cash,Central,Texas,Metrocity
I322818,11/5/2016 13:23,C291785,Female,31,Clothing,2,600.16,450.12,Cash,Central,Texas,Istinye Park
I721809,11/5/2016 13:23,C239058,Female,25,Cosmetics,2,81.32,56.924,Debit Card,Central,Michigan,Viaport Outlet
I304435,11/5/2016 13:23,C106744,Female,45,Cosmetics,2,81.32,56.924,Cash,Central,Michigan,Mall of Istanbul
I146792,11/5/2016 13:23,C194564,Male,61,Clothing,4,1200.32,1140.304,Debit Card,Central,Michigan,Zorlu Center
I235646,11/5/2016 13:24,C164712,Male,48,Cosmetics,2,81.32,56.924,Debit Card,East,New York,Viaport Outlet
I254929,11/5/2016 13:24,C912902,Male,33,Toys,5,179.2,143.36,Credit Card,Central,Texas,Viaport Outlet
I327087,11/5/2016 13:24,C221453,Female,50,Toys,5,179.2,143.36,Credit Card,South,Florida,Metrocity
I381179,11/5/2016 13:24,C379141,Female,56,Food & Beverage,1,5.23,3.661,Cash,South,Kentucky,Zorlu Center
I669562,11/5/2016 13:25,C950160,Female,25,Technology,3,3150,2677.5,Cash,South,Kentucky,Viaport Outlet
I699942,11/5/2016 13:25,C174997,Male,43,Clothing,1,300.08,225.06,Debit Card,East,New York,Mall of Istanbul
I146565,11/5/2016 13:25,C462021,Female,46,Shoes,2,1200.34,1080.306,Cash,Central,Texas,Metrocity
I226136,11/5/2016 13:25,C225019,Male,20,Cosmetics,3,121.98,91.485,Cash,East,Massachusetts,Viaport Outlet
I534849,11/5/2016 13:25,C333164,Female,69,Toys,1,35.84,25.088,Cash,East,Massachusetts,Mall of Istanbul
I272978,11/5/2016 13:26,C144466,Male,66,Toys,2,71.68,50.176,Credit Card,East,Massachusetts,Kanyon
I356046,11/5/2016 13:26,C111601,Female,58,Clothing,5,1500.4,1425.38,Credit Card,East,Ohio,Metrocity
I266673,11/5/2016 13:26,C218567,Female,23,Cosmetics,2,81.32,56.924,Debit Card,Central,Iowa,Mall of Istanbul
I166515,11/5/2016 13:26,C338307,Female,39,Food & Beverage,1,5.23,3.661,Debit Card,West,California,Zorlu Center
I305041,11/5/2016 13:27,C135716,Female,22,Souvenir,1,11.73,8.211,Cash,East,Ohio,Metrocity
I205417,11/5/2016 13:27,C284846,Male,27,Toys,3,107.52,80.64,Credit Card,East,Ohio,Viaport Outlet
I248839,11/5/2016 13:27,C292686,Female,40,Technology,5,5250,4725,Credit Card,East,Ohio,Zorlu Center
I318842,11/5/2016 13:27,C223185,Female,69,Cosmetics,4,162.64,130.112,Cash,East,Ohio,Viaport Outlet
I332742,11/5/2016 13:28,C240635,Female,47,Cosmetics,2,81.32,56.924,Cash,East,Ohio,Metropol AVM
I229163,11/5/2016 13:28,C159537,Male,53,Food & Beverage,1,5.23,3.661,Cash,West,California,Viaport Outlet
I167747,11/5/2016 13:28,C233832,Female,29,Cosmetics,4,162.64,130.112,Credit Card,Central,Michigan,Istinye Park
I234653,11/5/2016 13:28,C122517,Male,46,Food & Beverage,2,10.46,7.322,Credit Card,Central,Michigan,Metropol AVM
I206073,11/5/2016 13:28,C362425,Male,46,Cosmetics,1,40.66,28.462,Cash,Central,Michigan,Kanyon
I146489,11/5/2016 13:29,C259483,Male,50,Toys,2,71.68,50.176,Debit Card,Central,Michigan,Kanyon
I287265,11/5/2016 13:29,C195835,Male,36,Cosmetics,4,162.64,130.112,Credit Card,South,Georgia,Zorlu Center
I217488,11/5/2016 13:29,C137562,Female,46,Shoes,3,1800.51,1620.459,Cash,West,California,Zorlu Center
I716603,11/5/2016 13:29,C140121,Female,48,Technology,1,1050,945,Debit Card,East,Pennsylvania,Metropol AVM
I293721,11/5/2016 13:30,C373029,Female,59,Food & Beverage,1,5.23,3.661,Cash,East,Pennsylvania,Zorlu Center
I229857,11/5/2016 13:30,C211722,Female,54,Clothing,4,1200.32,1140.304,Cash,East,Pennsylvania,Zorlu Center
I264763,11/5/2016 13:30,C200700,Female,35,Toys,5,179.2,143.36,Cash,West,California,Mall of Istanbul
I276538,11/5/2016 13:30,C288346,Male,35,Food & Beverage,2,10.46,7.322,Cash,West,California,Zorlu Center
I295539,11/5/2016 13:31,C238993,Female,33,Shoes,1,600.17,450.1275,Cash,East,Pennsylvania,Zorlu Center
I170974,11/5/2016 13:31,C247898,Male,24,Clothing,5,1500.4,1425.38,Credit Card,East,Pennsylvania,Mall of Istanbul
I210978,11/5/2016 13:31,C234710,Male,69,Toys,1,35.84,25.088,Debit Card,East,New York,Viaport Outlet
I880316,11/5/2016 13:31,C245002,Male,56,Clothing,4,1200.32,1140.304,Debit Card,South,Georgia,Metrocity
I162369,11/5/2016 13:32,C259964,Female,64,Clothing,3,900.24,675.18,Debit Card,South,Georgia,Metropol AVM
I580227,11/5/2016 13:32,C165657,Male,40,Clothing,4,1200.32,1140.304,Cash,South,Georgia,Mall of Istanbul
I228228,11/5/2016 13:32,C254929,Female,26,Food & Beverage,1,5.23,3.661,Cash,West,California,Mall of Istanbul
I363010,11/5/2016 13:32,C266726,Female,20,Clothing,5,1500.4,1425.38,Credit Card,West,California,Metropol AVM
I207161,11/5/2016 13:32,C198024,Female,38,Food & Beverage,3,15.69,10.983,Cash,West,Colorado,Kanyon
I120604,11/5/2016 13:33,C298001,Male,37,Clothing,1,300.08,225.06,Cash,Central,Texas,Zorlu Center
I849414,11/5/2016 13:33,C293643,Female,48,Toys,2,71.68,50.176,Debit Card,Central,Texas,Mall of Istanbul
I534991,11/5/2016 13:33,C282035,Male,32,Food & Beverage,5,26.15,19.6125,Debit Card,Central,Illinois,Zorlu Center
I668634,11/5/2016 13:33,C515154,Male,41,Cosmetics,5,203.3,162.64,Cash,South,Alabama,Metropol AVM
I218880,11/5/2016 13:34,C269625,Female,32,Clothing,2,600.16,450.12,Cash,South,Virginia,Mall of Istanbul
I238961,11/5/2016 13:34,C100697,Male,40,Cosmetics,5,203.3,162.64,Credit Card,South,Florida,Viaport Outlet
I290153,11/5/2016 13:34,C920960,Male,48,Cosmetics,5,203.3,162.64,Cash,South,Florida,Zorlu Center
I628417,11/5/2016 13:34,C202229,Female,65,Food & Beverage,2,10.46,7.322,Credit Card,Central,Texas,Mall of Istanbul
I106476,11/5/2016 13:35,C119483,Female,58,Food & Beverage,2,10.46,7.322,Credit Card,Central,Texas,Mall of Istanbul
I121682,11/5/2016 13:35,C150661,Male,25,Cosmetics,5,203.3,162.64,Cash,Central,Texas,Istinye Park
I190481,11/5/2016 13:35,C135952,Female,41,Clothing,4,1200.32,1140.304,Credit Card,Central,Texas,Zorlu Center
I326554,11/5/2016 13:35,C128323,Male,36,Souvenir,4,46.92,35.19,Debit Card,Central,Texas,Metropol AVM
